order_id,customer_name,new_order_date,order_year,month_name,order_month,order_day,category,sub_category,net_sales,discount,profit,total_sales,profit_percentage,region,city
OD5482,Mathew,2015-02-02,2015,February,2,2,Snacks,Chocolates,459,0.16,153,612,33.33333333333333,South,Chennai
OD5483,Amrish,2016-12-21,2016,December,12,21,Food Grains,Rice,1068.81,0.25,480.19,1549,44.927536231884055,South,Tenkasi
OD5484,Hussain,2017-08-15,2017,August,8,15,Snacks,Cookies,1181.58,0.11,75.42,1257,6.382978723404256,South,Virudhunagar
OD5485,Sudha,2018-11-04,2018,November,11,4,Oil & Masala,Masalas,1778.4,0.29,197.6,1976,11.11111111111111,South,Madurai
OD5486,Ganesh,2015-09-09,2015,September,9,9,"Eggs, Meat & Fish",Chicken,1185.94,0.24,193.06,1379,16.279069767441857,South,Madurai
OD5487,Hussain,2018-12-04,2018,December,12,4,"Eggs, Meat & Fish",Mutton,1413.12,0.1,794.88,2208,56.25,South,Krishnagiri
OD5488,Hafiz,2015-09-19,2015,September,9,19,Food Grains,Atta & Flour,723.2,0.35,406.8,1130,56.25,South,Vellore
OD5489,Hussain,2017-09-29,2017,September,9,29,Food Grains,Organic Staples,1772.3200000000002,0.33,559.68,2332,31.578947368421044,West,Nagercoil
OD5490,Peer,2017-02-22,2017,February,2,22,"Eggs, Meat & Fish",Fish,492.9,0.29,302.1,795,61.290322580645174,West,Virudhunagar
OD5491,Kumar,2015-11-10,2015,November,11,10,Fruits & Veggies,Fresh Fruits,2196.78,0.21,140.22,2337,6.382978723404255,West,Tenkasi
OD5492,Roshan,2015-08-05,2015,August,8,5,Fruits & Veggies,Organic Fruits,1530,0.32,595,2125,38.88888888888889,West,Tirunelveli
OD5493,Ramesh,2018-09-01,2018,September,9,1,Oil & Masala,Spices,961.4,0.35,83.6,1045,8.695652173913043,West,Madurai
OD5494,Aditi,2018-08-12,2018,August,8,12,Fruits & Veggies,Organic Vegetables,1785.6,0.23,694.4,2480,38.88888888888889,West,Kanyakumari
OD5495,Krithika,2017-12-18,2017,December,12,18,Oil & Masala,Spices,1327.3600000000001,0.16,624.64,1952,47.05882352941176,West,Krishnagiri
OD5496,Amy,2016-11-08,2016,November,11,8,Fruits & Veggies,Organic Fruits,958.77,0.28,472.23,1431,49.25373134328358,West,Vellore
OD5497,Vidya,2018-07-08,2018,July,7,8,Fruits & Veggies,Organic Vegetables,1251.06,0.35,186.94,1438,14.942528735632186,West,Madurai
OD5498,Ram,2016-10-12,2016,October,10,12,Bakery,Cakes,1110.42,0.14,680.58,1791,61.29032258064516,West,Cumbum
OD5499,Harish,2017-09-02,2017,September,9,2,Fruits & Veggies,Organic Vegetables,1133.16,0.26,357.84,1491,31.57894736842105,West,Ramanadhapuram
OD5500,Roshan,2016-12-19,2016,December,12,19,Bakery,Biscuits,1006.88,0.26,617.12,1624,61.29032258064516,West,Tenkasi
OD5501,Sundar,2015-05-13,2015,May,5,13,"Eggs, Meat & Fish",Mutton,1585.65,0.22,119.35,1705,7.526881720430106,West,Madurai
OD5502,Vince,2017-11-09,2017,November,11,9,Food Grains,Organic Staples,887.24,0.32,194.76,1082,21.951219512195124,West,Karur
OD5503,Kumar,2017-12-18,2017,December,12,18,Fruits & Veggies,Fresh Fruits,588.1600000000001,0.13,330.84,919,56.249999999999986,West,Karur
OD5504,Hussain,2015-05-16,2015,May,5,16,Beverages,Health Drinks,384.12,0.18,197.88,582,51.515151515151516,West,Salem
OD5505,Sundar,2016-04-17,2016,April,4,17,Oil & Masala,Masalas,1940.16,0.15,123.84,2064,6.382978723404255,West,Dindigul
OD5506,Aditi,2018-07-14,2018,July,7,14,Bakery,Cakes,1374.59,0.26,508.41,1883,36.986301369863014,West,Kanyakumari
OD5507,Hafiz,2015-07-26,2015,July,7,26,Fruits & Veggies,Fresh Fruits,882.28,0.15,76.72,959,8.695652173913043,West,Coimbatore
OD5508,Adavan,2018-09-18,2018,September,9,18,Oil & Masala,Spices,987.35,0.32,97.65,1085,9.89010989010989,West,Virudhunagar
OD5509,Ganesh,2017-06-11,2017,June,6,11,Fruits & Veggies,Organic Fruits,520.1800000000001,0.31,318.82,839,61.29032258064515,West,Kanyakumari
OD5510,Mathew,2018-07-29,2018,July,7,29,"Eggs, Meat & Fish",Eggs,839.9,0.29,295.1,1135,35.13513513513514,West,Bodi
OD5511,Sundar,2016-04-13,2016,April,4,13,"Eggs, Meat & Fish",Chicken,1371.48,0.32,706.52,2078,51.515151515151516,West,Kanyakumari
OD5512,Anu,2016-07-18,2016,July,7,18,Bakery,Cakes,1768.81,0.13,470.19,2239,26.58227848101266,West,Dindigul
OD5513,Haseena,2018-10-14,2018,October,10,14,Beverages,Health Drinks,685.44,0.31,402.56,1088,58.73015873015872,West,Salem
OD5514,Peer,2015-03-25,2015,March,3,25,Fruits & Veggies,Fresh Vegetables,1720.6399999999999,0.34,543.36,2264,31.578947368421055,West,Nagercoil
OD5515,Krithika,2018-11-07,2018,November,11,7,"Eggs, Meat & Fish",Fish,1091.4299999999998,0.12,537.57,1629,49.2537313432836,West,Ooty
OD5516,Harish,2018-08-07,2018,August,8,7,Beverages,Soft Drinks,570.24,0.31,77.76,648,13.636363636363638,West,Karur
OD5517,Surya,2018-02-13,2018,February,2,13,Beverages,Health Drinks,544.5,0.2,445.5,990,81.81818181818183,West,Ramanadhapuram
OD5518,Amrish,2017-11-05,2017,November,11,5,Beverages,Soft Drinks,812.4,0.2,541.6,1354,66.66666666666667,West,Dharmapuri
OD5519,Yusuf,2018-04-11,2018,April,4,11,Snacks,Chocolates,759.85,0.15,409.15,1169,53.84615384615385,West,Trichy
OD5520,Kumar,2017-11-18,2017,November,11,18,Food Grains,Atta & Flour,1139.32,0.14,112.68,1252,9.89010989010989,West,Vellore
OD5521,Jonas,2018-08-12,2018,August,8,12,Snacks,Chocolates,768.21,0.24,114.79,883,14.942528735632186,West,Chennai
OD5522,Jonas,2017-12-10,2017,December,12,10,Bakery,Biscuits,1297.8,0.35,247.2,1545,19.047619047619047,West,Cumbum
OD5523,Amrish,2017-05-12,2017,May,5,12,Bakery,Breads & Buns,1569.78,0.27,368.22,1938,23.45679012345679,West,Ramanadhapuram
OD5524,Ram,2015-04-11,2015,April,4,11,Oil & Masala,Spices,1178.55,0.32,276.45,1455,23.456790123456788,West,Kanyakumari
OD5525,Mathew,2017-05-28,2017,May,5,28,Snacks,Noodles,2033.1,0.23,225.9,2259,11.111111111111112,West,Dharmapuri
OD5526,Kumar,2018-11-10,2018,November,11,10,Snacks,Noodles,816.75,0.25,668.25,1485,81.81818181818183,West,Dharmapuri
OD5527,Suresh,2018-03-03,2018,March,3,3,Bakery,Cakes,1251.88,0.27,589.12,1841,47.05882352941176,West,Perambalur
OD5528,Komal,2018-10-07,2018,October,10,7,Food Grains,Rice,687.3299999999999,0.27,403.67,1091,58.73015873015874,West,Trichy
OD5529,Amy,2015-08-31,2015,August,8,31,Snacks,Noodles,505.02,0.1,380.98,886,75.43859649122807,West,Kanyakumari
OD5530,Amy,2018-04-17,2018,April,4,17,Bakery,Cakes,593.67,0.11,177.33,771,29.870129870129876,West,Dharmapuri
OD5531,Sheeba,2015-03-14,2015,March,3,14,"Eggs, Meat & Fish",Fish,1159.48,0.1,254.52,1414,21.951219512195124,West,Ooty
OD5532,Arvind,2018-11-24,2018,November,11,24,Food Grains,Rice,1587.75,0.29,237.25,1825,14.942528735632186,West,Namakkal
OD5533,Sudha,2018-11-21,2018,November,11,21,Fruits & Veggies,Organic Fruits,1447.2,0.13,964.8,2412,66.66666666666666,West,Cumbum
OD5534,Arutra,2017-07-18,2017,July,7,18,Oil & Masala,Edible Oil & Ghee,2082.96,0.27,284.04,2367,13.636363636363638,West,Virudhunagar
OD5535,Sabeela,2018-09-04,2018,September,9,4,Bakery,Cakes,898.32,0.3,677.68,1576,75.43859649122805,West,Vellore
OD5536,Hafiz,2015-10-09,2015,October,10,9,Bakery,Breads & Buns,936.32,0.17,526.68,1463,56.249999999999986,West,Nagercoil
OD5537,Yusuf,2017-07-08,2017,July,7,8,Fruits & Veggies,Fresh Fruits,978.2,0.27,481.8,1460,49.25373134328358,West,Bodi
OD5538,Surya,2017-12-06,2017,December,12,6,Food Grains,Dals & Pulses,968.36,0.26,157.64,1126,16.279069767441857,West,Madurai
OD5539,Verma,2017-11-12,2017,November,11,12,"Eggs, Meat & Fish",Fish,1964.69,0.21,194.31,2159,9.89010989010989,West,Tirunelveli
OD5540,Muneer,2016-08-17,2016,August,8,17,"Eggs, Meat & Fish",Eggs,1521.96,0.18,784.04,2306,51.515151515151516,West,Krishnagiri
OD5541,Vinne,2018-09-19,2018,September,9,19,"Eggs, Meat & Fish",Eggs,600.6,0.18,400.4,1001,66.66666666666666,West,Coimbatore
OD5542,Vidya,2018-09-23,2018,September,9,23,Snacks,Chocolates,1949.96,0.11,428.04,2378,21.951219512195124,West,Vellore
OD5543,Jonas,2018-03-09,2018,March,3,9,Oil & Masala,Masalas,1310.3600000000001,0.3,616.64,1927,47.05882352941176,West,Viluppuram
OD5544,Veronica,2016-03-06,2016,March,3,6,Oil & Masala,Spices,1425.98,0.11,501.02,1927,35.13513513513513,West,Cumbum
OD5545,Ram,2017-05-28,2017,May,5,28,Snacks,Cookies,1954.44,0.12,241.56,2196,12.359550561797752,West,Tenkasi
OD5546,Shah,2015-09-29,2015,September,9,29,Fruits & Veggies,Fresh Vegetables,1315.3,0.22,563.7,1879,42.85714285714286,West,Krishnagiri
OD5547,Veronica,2017-11-04,2017,November,11,4,Snacks,Cookies,598.26,0.15,168.74,767,28.205128205128204,West,Ooty
OD5548,Ridhesh,2016-08-02,2016,August,8,2,Oil & Masala,Spices,1484.9099999999999,0.23,872.09,2357,58.73015873015874,West,Perambalur
OD5549,Hussain,2018-09-19,2018,September,9,19,Oil & Masala,Spices,990.4,0.12,247.6,1238,25,West,Chennai
OD5550,Vince,2016-12-24,2016,December,12,24,Beverages,Health Drinks,1019.46,0.29,287.54,1307,28.205128205128204,West,Tirunelveli
OD5551,Willams,2018-09-02,2018,September,9,2,Oil & Masala,Masalas,1285.47,0.29,577.53,1863,44.927536231884055,West,Namakkal
OD5552,Sundar,2018-02-26,2018,February,2,26,Fruits & Veggies,Organic Fruits,712,0.2,88,800,12.359550561797752,West,Ramanadhapuram
OD5553,Verma,2016-06-23,2016,June,6,23,"Eggs, Meat & Fish",Mutton,711.1,0.29,382.9,1094,53.84615384615385,West,Madurai
OD5554,Ramesh,2016-12-06,2016,December,12,6,"Eggs, Meat & Fish",Chicken,840.58,0.1,537.42,1378,63.93442622950819,West,Vellore
OD5555,Roshan,2015-09-21,2015,September,9,21,Bakery,Breads & Buns,1999.5,0.21,150.5,2150,7.526881720430108,West,Coimbatore
OD5556,Sabeela,2015-11-29,2015,November,11,29,Snacks,Chocolates,1824,0.1,608,2432,33.33333333333333,West,Bodi
OD5557,Sudha,2018-10-30,2018,October,10,30,Fruits & Veggies,Organic Vegetables,1498.69,0.33,554.31,2053,36.98630136986301,West,Bodi
OD5558,Amrish,2015-11-02,2015,November,11,2,Beverages,Health Drinks,947.7,0.18,267.3,1215,28.205128205128204,West,Viluppuram
OD5559,Sheeba,2017-09-18,2017,September,9,18,Fruits & Veggies,Fresh Fruits,739.2,0.29,580.8,1320,78.57142857142856,West,Krishnagiri
OD5560,Muneer,2016-05-12,2016,May,5,12,Fruits & Veggies,Organic Vegetables,1084.58,0.27,693.42,1778,63.934426229508205,West,Salem
OD5561,James,2015-04-11,2015,April,4,11,"Eggs, Meat & Fish",Fish,1060.12,0.17,498.88,1559,47.05882352941177,West,Tenkasi
OD5562,Malik,2015-07-26,2015,July,7,26,Oil & Masala,Edible Oil & Ghee,677.1600000000001,0.31,348.84,1026,51.5151515151515,West,Coimbatore
OD5563,Ram,2017-09-27,2017,September,9,27,Food Grains,Organic Staples,1336.84,0.31,422.16,1759,31.578947368421055,West,Trichy
OD5564,Surya,2016-10-18,2016,October,10,18,"Eggs, Meat & Fish",Chicken,1322.1,0.15,711.9,2034,53.84615384615385,West,Vellore
OD5565,Sundar,2015-08-08,2015,August,8,8,Bakery,Biscuits,1917.28,0.27,166.72,2084,8.695652173913043,West,Bodi
OD5566,Mathew,2017-09-25,2017,September,9,25,Beverages,Health Drinks,661.05,0.24,355.95,1017,53.84615384615385,West,Tirunelveli
OD5567,Amrish,2016-01-30,2016,January,1,30,Beverages,Health Drinks,1036.8,0.23,259.2,1296,25,West,Ooty
OD5568,Yadav,2016-04-02,2016,April,4,2,Bakery,Cakes,1514.7,0.11,780.3,2295,51.515151515151516,West,Perambalur
OD5569,Mathew,2017-05-26,2017,May,5,26,"Eggs, Meat & Fish",Fish,2016.66,0.14,301.34,2318,14.942528735632182,West,Coimbatore
OD5570,Jonas,2017-08-23,2017,August,8,23,Snacks,Chocolates,425.79,0.35,87.21,513,20.48192771084337,West,Chennai
OD5571,Ganesh,2017-12-31,2017,December,12,31,Food Grains,Rice,1230.63,0.27,928.37,2159,75.43859649122805,West,Virudhunagar
OD5572,Ram,2018-12-15,2018,December,12,15,Bakery,Biscuits,1823.05,0.23,95.95,1919,5.2631578947368425,West,Nagercoil
OD5573,Veena,2016-06-23,2016,June,6,23,Snacks,Chocolates,544.73,0.31,348.27,893,63.93442622950819,West,Cumbum
OD5574,Suresh,2017-08-15,2017,August,8,15,"Eggs, Meat & Fish",Mutton,339.3,0.18,182.7,522,53.84615384615385,West,Dindigul
OD5575,Hafiz,2016-04-22,2016,April,4,22,Oil & Masala,Edible Oil & Ghee,718.2,0.34,136.8,855,19.04761904761905,West,Vellore
OD5576,Akash,2017-06-09,2017,June,6,9,Fruits & Veggies,Organic Fruits,1987.46,0.28,323.54,2311,16.27906976744186,West,Dharmapuri
OD5577,Sharon,2018-01-20,2018,January,1,20,Snacks,Noodles,1061.28,0.17,144.72,1206,13.636363636363635,West,Vellore
OD5578,Veena,2016-08-28,2016,August,8,28,Snacks,Cookies,1395.3600000000001,0.14,542.64,1938,38.888888888888886,West,Karur
OD5579,Vinne,2016-12-30,2016,December,12,30,Food Grains,Organic Staples,1689.38,0.33,504.62,2194,29.87012987012987,West,Dharmapuri
OD5580,Sundar,2018-12-29,2018,December,12,29,"Eggs, Meat & Fish",Fish,1071,0.35,504,1575,47.05882352941176,West,Tenkasi
OD5581,Yusuf,2015-11-08,2015,November,11,8,Food Grains,Organic Staples,1293.44,0.32,727.56,2021,56.249999999999986,West,Pudukottai
OD5582,Ram,2017-07-14,2017,July,7,14,Snacks,Noodles,1419.6,0.32,140.4,1560,9.89010989010989,West,Cumbum
OD5583,Veena,2018-01-20,2018,January,1,20,Snacks,Cookies,1626.56,0.19,765.44,2392,47.05882352941177,West,Tenkasi
OD5584,Alan,2018-08-07,2018,August,8,7,Bakery,Cakes,1990.34,0.24,407.66,2398,20.481927710843376,West,Namakkal
OD5585,Sudeep,2018-07-14,2018,July,7,14,Food Grains,Atta & Flour,605.9100000000001,0.34,457.09,1063,75.43859649122805,West,Trichy
OD5586,Vinne,2017-08-28,2017,August,8,28,Fruits & Veggies,Organic Fruits,1659.6,0.35,645.4,2305,38.88888888888889,West,Theni
OD5587,Alan,2015-11-01,2015,November,11,1,Food Grains,Organic Staples,1025.4,0.35,683.6,1709,66.66666666666666,West,Cumbum
OD5588,Muneer,2015-12-08,2015,December,12,8,Snacks,Chocolates,1632.8400000000001,0.2,841.16,2474,51.515151515151516,West,Kanyakumari
OD5589,Jonas,2018-06-10,2018,June,6,10,Beverages,Soft Drinks,511.36,0.15,287.64,799,56.25,West,Tenkasi
OD5590,Muneer,2017-12-06,2017,December,12,6,Fruits & Veggies,Fresh Vegetables,346.45,0.23,186.55,533,53.846153846153854,West,Ramanadhapuram
OD5591,Veronica,2015-11-30,2015,November,11,30,Fruits & Veggies,Fresh Fruits,840.48,0.34,395.52,1236,47.05882352941176,West,Tenkasi
OD5592,Jonas,2016-08-17,2016,August,8,17,Bakery,Breads & Buns,928,0.34,522,1450,56.25,West,Madurai
OD5593,Anu,2016-12-11,2016,December,12,11,Fruits & Veggies,Organic Vegetables,2114.82,0.24,159.18,2274,7.526881720430108,West,Chennai
OD5594,Malik,2016-05-10,2016,May,5,10,"Eggs, Meat & Fish",Mutton,1551.72,0.12,764.28,2316,49.25373134328358,West,Krishnagiri
OD5595,Peer,2015-11-04,2015,November,11,4,Fruits & Veggies,Organic Vegetables,2168.04,0.11,267.96,2436,12.359550561797752,West,Tenkasi
OD5596,James,2015-04-18,2015,April,4,18,Beverages,Health Drinks,1927.4,0.31,167.6,2095,8.695652173913043,West,Ramanadhapuram
OD5597,Vince,2015-12-29,2015,December,12,29,Beverages,Soft Drinks,1937.34,0.27,123.66,2061,6.382978723404255,West,Trichy
OD5598,Vidya,2017-08-06,2017,August,8,6,Oil & Masala,Spices,1589.1599999999999,0.32,747.84,2337,47.05882352941177,West,Krishnagiri
OD5599,Ram,2018-11-27,2018,November,11,27,Bakery,Biscuits,655.9300000000001,0.12,323.07,979,49.253731343283576,West,Trichy
OD5600,Sundar,2017-09-02,2017,September,9,2,Oil & Masala,Masalas,663.64,0.26,42.36,706,6.382978723404255,West,Nagercoil
OD5601,Kumar,2017-06-24,2017,June,6,24,Food Grains,Atta & Flour,871.75,0.1,713.25,1585,81.81818181818183,West,Dharmapuri
OD5602,Veena,2017-02-05,2017,February,2,5,Beverages,Soft Drinks,1422,0.27,553,1975,38.88888888888889,West,Namakkal
OD5603,Mathew,2016-11-17,2016,November,11,17,Oil & Masala,Edible Oil & Ghee,692.96,0.28,283.04,976,40.845070422535215,West,Nagercoil
OD5604,Verma,2017-05-26,2017,May,5,26,Oil & Masala,Spices,1681.12,0.24,446.88,2128,26.58227848101266,West,Krishnagiri
OD5605,Anu,2016-08-10,2016,August,8,10,Bakery,Breads & Buns,601.12,0.2,282.88,884,47.05882352941176,West,Ooty
OD5606,Vinne,2015-11-26,2015,November,11,26,Snacks,Cookies,2010.2,0.18,174.8,2185,8.695652173913043,West,Viluppuram
OD5607,Alan,2016-04-02,2016,April,4,2,"Eggs, Meat & Fish",Eggs,450.3,0.14,119.7,570,26.582278481012654,West,Salem
OD5608,Yadav,2016-08-16,2016,August,8,16,Snacks,Cookies,1489.2,0.12,992.8,2482,66.66666666666666,West,Chennai
OD5609,Ram,2018-11-13,2018,November,11,13,Fruits & Veggies,Organic Vegetables,789.88,0.26,78.12,868,9.89010989010989,West,Madurai
OD5610,Amy,2015-11-25,2015,November,11,25,Beverages,Soft Drinks,1413.12,0.1,794.88,2208,56.25,West,Theni
OD5611,Yadav,2017-08-30,2017,August,8,30,Fruits & Veggies,Fresh Vegetables,925.3199999999999,0.28,476.68,1402,51.51515151515152,West,Karur
OD5612,Yusuf,2016-07-25,2016,July,7,25,Fruits & Veggies,Fresh Vegetables,1735.92,0.29,675.08,2411,38.88888888888889,West,Theni
OD5613,Muneer,2015-06-18,2015,June,6,18,"Eggs, Meat & Fish",Eggs,897.78,0.22,253.22,1151,28.205128205128204,West,Tirunelveli
OD5614,Arutra,2017-02-22,2017,February,2,22,Food Grains,Organic Staples,1248.72,0.22,170.28,1419,13.636363636363635,West,Madurai
OD5615,Shree,2016-12-19,2016,December,12,19,Bakery,Breads & Buns,2135.6,0.32,112.4,2248,5.2631578947368425,West,Trichy
OD5616,Muneer,2018-08-07,2018,August,8,7,Snacks,Chocolates,918.3399999999999,0.27,322.66,1241,35.135135135135144,West,Dindigul
OD5617,Sudha,2016-04-17,2016,April,4,17,Fruits & Veggies,Fresh Vegetables,1275.2,0.18,318.8,1594,25,West,Bodi
OD5618,Arutra,2015-05-10,2015,May,5,10,Oil & Masala,Spices,1404.9,0.21,156.1,1561,11.11111111111111,West,Theni
OD5619,Jonas,2015-05-10,2015,May,5,10,"Eggs, Meat & Fish",Chicken,1807.08,0.15,634.92,2442,35.13513513513513,West,Dindigul
OD5620,Sharon,2017-08-14,2017,August,8,14,Fruits & Veggies,Fresh Fruits,716.1,0.12,53.9,770,7.526881720430108,West,Ramanadhapuram
OD5621,Peer,2016-12-30,2016,December,12,30,Snacks,Cookies,1872,0.21,468,2340,25,West,Nagercoil
OD5622,Krithika,2016-05-22,2016,May,5,22,"Eggs, Meat & Fish",Mutton,1555.2,0.27,388.8,1944,25,West,Cumbum
OD5623,Alan,2018-06-08,2018,June,6,8,"Eggs, Meat & Fish",Fish,1150.05,0.19,202.95,1353,17.64705882352941,West,Vellore
OD5624,Muneer,2018-09-07,2018,September,9,7,Bakery,Cakes,1493.12,0.13,839.88,2333,56.25,West,Bodi
OD5625,Vince,2016-05-22,2016,May,5,22,Food Grains,Organic Staples,909.15,0.18,743.85,1653,81.81818181818183,West,Ooty
OD5626,Ram,2018-10-07,2018,October,10,7,Beverages,Health Drinks,1636.1399999999999,0.15,805.86,2442,49.25373134328358,West,Madurai
OD5627,Hussain,2015-11-04,2015,November,11,4,Beverages,Health Drinks,1517.1,0.15,816.9,2334,53.84615384615385,West,Dharmapuri
OD5628,Sudha,2018-09-15,2018,September,9,15,Fruits & Veggies,Fresh Fruits,661.2,0.32,478.8,1140,72.41379310344827,West,Theni
OD5629,Vinne,2016-11-20,2016,November,11,20,Snacks,Chocolates,1539.85,0.17,829.15,2369,53.84615384615385,West,Dindigul
OD5630,Rumaiza,2018-05-07,2018,May,5,7,Bakery,Biscuits,1167.27,0.27,431.73,1599,36.986301369863014,West,Kanyakumari
OD5631,Vinne,2016-08-10,2016,August,8,10,Bakery,Breads & Buns,875.28,0.11,166.72,1042,19.04761904761905,West,Theni
OD5632,Akash,2015-08-25,2015,August,8,25,Food Grains,Rice,1052.8,0.19,67.2,1120,6.382978723404256,West,Ooty
OD5633,Harish,2017-09-25,2017,September,9,25,Beverages,Soft Drinks,1114.1,0.28,599.9,1714,53.84615384615385,West,Ooty
OD5634,Yusuf,2015-11-10,2015,November,11,10,Fruits & Veggies,Fresh Vegetables,737.28,0.16,286.72,1024,38.88888888888889,West,Nagercoil
OD5635,Esther,2015-08-12,2015,August,8,12,Food Grains,Rice,849.6,0.35,94.4,944,11.111111111111112,West,Cumbum
OD5636,Ramesh,2018-08-12,2018,August,8,12,"Eggs, Meat & Fish",Eggs,807.8,0.23,346.2,1154,42.85714285714286,West,Karur
OD5637,Ram,2018-06-26,2018,June,6,26,Food Grains,Atta & Flour,769.64,0.13,314.36,1084,40.845070422535215,West,Ramanadhapuram
OD5638,Rumaiza,2015-08-23,2015,August,8,23,Snacks,Chocolates,906.88,0.27,510.12,1417,56.25,West,Kanyakumari
OD5639,Verma,2018-05-20,2018,May,5,20,Food Grains,Dals & Pulses,2093.2200000000003,0.11,312.78,2406,14.94252873563218,West,Viluppuram
OD5640,Muneer,2015-12-08,2015,December,12,8,Bakery,Cakes,1943.1,0.19,342.9,2286,17.64705882352941,West,Namakkal
OD5641,Ramesh,2015-09-17,2015,September,9,17,Bakery,Cakes,997.08,0.13,189.92,1187,19.047619047619047,West,Madurai
OD5642,Sundar,2018-10-07,2018,October,10,7,Oil & Masala,Masalas,810.88,0.26,637.12,1448,78.57142857142857,West,Vellore
OD5643,Sabeela,2018-10-02,2018,October,10,2,Snacks,Cookies,1061.44,0.14,650.56,1712,61.29032258064515,West,Tenkasi
OD5644,Vidya,2015-09-17,2015,September,9,17,Beverages,Health Drinks,620.73,0.1,468.27,1089,75.43859649122805,West,Vellore
OD5645,Vince,2015-01-26,2015,January,1,26,Food Grains,Dals & Pulses,899.6,0.26,484.4,1384,53.84615384615385,Central,Coimbatore
OD5646,Harish,2018-11-23,2018,November,11,23,Bakery,Breads & Buns,456.53,0.28,186.47,643,40.845070422535215,Central,Trichy
OD5647,Rumaiza,2017-12-23,2017,December,12,23,Bakery,Biscuits,474.24,0.24,149.76,624,31.57894736842105,Central,Perambalur
OD5648,Rumaiza,2018-09-08,2018,September,9,8,Food Grains,Atta & Flour,1328.8,0.27,1087.2,2416,81.81818181818183,Central,Dindigul
OD5649,Surya,2017-07-02,2017,July,7,2,Food Grains,Organic Staples,1977.6,0.13,494.4,2472,25,Central,Cumbum
OD5650,Peer,2017-03-03,2017,March,3,3,Snacks,Noodles,487.65999999999997,0.3,171.34,659,35.13513513513514,Central,Bodi
OD5651,Alan,2017-08-26,2017,August,8,26,Oil & Masala,Edible Oil & Ghee,1484.95,0.35,262.05,1747,17.647058823529413,Central,Dharmapuri
OD5652,Willams,2018-11-19,2018,November,11,19,Beverages,Soft Drinks,1482.38,0.18,303.62,1786,20.481927710843372,Central,Ooty
OD5653,Esther,2018-09-04,2018,September,9,4,Snacks,Noodles,1318.68,0.22,463.32,1782,35.13513513513513,Central,Vellore
OD5654,Hafiz,2016-03-01,2016,March,3,1,Snacks,Chocolates,2154.69,0.33,266.31,2421,12.359550561797752,Central,Madurai
OD5655,Ganesh,2018-09-08,2018,September,9,8,Bakery,Breads & Buns,1695.76,0.26,372.24,2068,21.951219512195124,Central,Pudukottai
OD5656,Veena,2017-09-05,2017,September,9,5,"Eggs, Meat & Fish",Mutton,777.2,0.35,382.8,1160,49.25373134328358,Central,Vellore
OD5657,Sudha,2016-09-21,2016,September,9,21,Fruits & Veggies,Fresh Vegetables,1434.51,0.19,428.49,1863,29.87012987012987,Central,Chennai
OD5658,Sabeela,2017-11-12,2017,November,11,12,Snacks,Noodles,1058.4,0.16,453.6,1512,42.857142857142854,Central,Karur
OD5659,Anu,2016-05-04,2016,May,5,4,Beverages,Health Drinks,1927.2,0.27,262.8,2190,13.636363636363635,Central,Namakkal
OD5660,Rumaiza,2017-12-05,2017,December,12,5,Beverages,Soft Drinks,1113.6,0.21,626.4,1740,56.25,East,Viluppuram
OD5661,Yusuf,2018-05-14,2018,May,5,14,Snacks,Cookies,1687.2,0.12,88.8,1776,5.263157894736842,East,Vellore
OD5662,Harish,2018-06-29,2018,June,6,29,Beverages,Soft Drinks,1346.4,0.29,523.6,1870,38.88888888888889,East,Namakkal
OD5663,Esther,2015-08-24,2015,August,8,24,Snacks,Noodles,2097.14,0.13,133.86,2231,6.382978723404256,East,Perambalur
OD5664,Veronica,2018-10-23,2018,October,10,23,Food Grains,Organic Staples,1164.24,0.26,914.76,2079,78.57142857142857,East,Theni
OD5665,Kumar,2018-10-23,2018,October,10,23,Snacks,Chocolates,1182.56,0.12,373.44,1556,31.578947368421055,East,Ooty
OD5666,Mathew,2017-02-21,2017,February,2,21,Food Grains,Dals & Pulses,986.05,0.23,530.95,1517,53.846153846153854,East,Kanyakumari
OD5667,Muneer,2018-06-29,2018,June,6,29,Oil & Masala,Masalas,453.75,0.2,151.25,605,33.33333333333333,East,Vellore
OD5668,Komal,2018-10-16,2018,October,10,16,Food Grains,Rice,1240.15,0.1,218.85,1459,17.64705882352941,East,Kanyakumari
OD5669,Kumar,2018-08-17,2018,August,8,17,"Eggs, Meat & Fish",Eggs,684.8,0.26,171.2,856,25,East,Coimbatore
OD5670,Muneer,2018-03-24,2018,March,3,24,Food Grains,Rice,1604.8,0.34,283.2,1888,17.647058823529413,East,Madurai
OD5671,Ramesh,2016-11-03,2016,November,11,3,Oil & Masala,Spices,1125.4,0.15,198.6,1324,17.64705882352941,East,Dindigul
OD5672,Sudeep,2015-11-01,2015,November,11,1,Bakery,Biscuits,1876.56,0.28,357.44,2234,19.04761904761905,East,Vellore
OD5673,Kumar,2018-04-20,2018,April,4,20,Food Grains,Rice,1504.8,0.22,167.2,1672,11.11111111111111,East,Bodi
OD5674,Ramesh,2016-07-03,2016,July,7,3,Bakery,Breads & Buns,1349.76,0.17,1018.24,2368,75.43859649122807,East,Cumbum
OD5675,Vinne,2018-04-20,2018,April,4,20,Food Grains,Rice,1452.8,0.27,817.2,2270,56.25,East,Ooty
